1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
37,,,,,,,,carbidopa,,DB00190,ECO:0000352,,,,,Symptomatic (C),C,,tremor,,HP:0001337,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6019692/,,,,,,,,,,
38,,,,,,,,cefoperazone sodium,,DB01329,ECO:0000352,,,,,Symptomatic (C),C,,Abnormal inflammatory response,,HP:0012647,https://www.omicsonline.org/open-access/clinical-diagnosis-and-treatment-of-2methyl3hydroxybutyrylcoa-dehydrogenase-deficiency-in-one-infant-a-case-report.php?aid=85828,,,,,,,,,,
39,,,,,,,,tazobactam sodium,,DB01606,ECO:0000352,,,,,Symptomatic (C),C,,Abnormal inflammatory response,,HP:0012647,https://www.omicsonline.org/open-access/clinical-diagnosis-and-treatment-of-2methyl3hydroxybutyrylcoa-dehydrogenase-deficiency-in-one-infant-a-case-report.php?aid=85828,,,,,,,,,,
40,,,,,,,,B vitamins,,,ECO:0000352,,,,,Symptomatic (C),C,,Abnormality of the nervous system,,HP:0000707,https://www.omicsonline.org/open-access/clinical-diagnosis-and-treatment-of-2methyl3hydroxybutyrylcoa-dehydrogenase-deficiency-in-one-infant-a-case-report.php?aid=85828,,,,,,,,,,
41,,,,,,,,creatine phosphate sodium,,DB13191,ECO:0000352,,,,,Symptomatic (C),C,,Abnormality of cardiovascular system physiology,,HP:0011025,,,,,,,,,,,
42,4,# 610006,2-methylbutyryl-CoA dehydrogenase deficiency,,ACADSB gene,3-hydroxy-2-methylbutyryl-CoA dehydrogenase,1.1.1.178,L-Carnitine,,DB00583,ECO:0000352,,,,,Symptomatic (C),C,,Abnormality of muscle physiology,,HP:0011804,http://www.babysfirsttest.org/newborn-screening/conditions/2-methylbutyrylglycinuria,,https://www.newbornscreening.info/Parents/organicaciddisorders/2MBC.html#4,,,,,,,,
43,,,,,,,,,,,,,,,,,,,Elevated serum toxic intermediates in isoleucine pathway,,HP:0001939,,,,,,,,,,,
44,5,210200,3-methylcrotonyl-CoA carboxylase deficiency ,,MCCC1/MCCC2,3 Methylcrotonyl-CoA carboxylase,6.4.1.4,Biotin,"Drug works for heterozygot mutations rather than homozygous ones.
It is possible that biotin treatment might falsely normalize the results of the lymphocyte enzyme assay in biotin-responsive individuals, thus a biotin trial would best be considered after enzyme assay. There is no data suggesting continuing biotin is helpful in nonresponders. https://www.ncbi.nlm.nih.gov/pubmed/18155630",DB00121,ECO:0000352,MCCA-R385S(heterozygote mutation),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182108/,MCCB-(IVS16þ1G>A)/ MCCB-missense mutation E99Q Homozygous mutation,,Functional interaction(Mechanistic B),B,,seizures,,HP:0001250,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182108/,https://www.ncbi.nlm.nih.gov/pubmed/18155630,https://www.ncbi.nlm.nih.gov/pubmed/15877210,https://www.ncbi.nlm.nih.gov/pubmed/15877210,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4470948/,https://www.sciencedirect.com/science/article/pii/S0378378210006055,https://www.orpha.net/data/patho/GB/uk-MCC.pdf,,,,
45,,,,,,,,,,,,"heterozygote missense mutation, MCCA-R385S",https://www.ncbi.nlm.nih.gov/pubmed/16773504,,,,,,Organic aciduria,,HP:0001992,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,EEG abnormality,,HP:0002353,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,Hypsarrhythmia,,HP:0002521,https://www.ncbi.nlm.nih.gov/pubmed/16773504,,,,,,,,,,
48,,,,,,,,vigabatrin,,DB01080 ,ECO:0000352,,,,,Symptomatic (C),C,,seizures,,HP:0001250,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,Increased 3-hydroxyisovaleric acid excretion,,NA,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,Increased 3-methylcrotonylglycine excretion,,NA,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,abnormal Biotinidase activity in plasma,,NA,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,EEG abnormality,,HP:0002353,,,,,,,,,,,
53,,,,,,,,L-Carnitine,,DB00583,ECO:0000352,,,,,Supportive (C),C,,Abnormality of muscle physiology,,HP:0011804,https://www.ncbi.nlm.nih.gov/pubmed/10485305,https://www.ncbi.nlm.nih.gov/pubmed/18155631,https://www.ncbi.nlm.nih.gov/pubmed/17968484,https://www.ncbi.nlm.nih.gov/pubmed/16835865,https://www.babysfirsttest.org/newborn-screening/conditions/3-methylcrotonyl-coa-carboxylase-deficiency,https://www.sciencedirect.com/science/article/pii/S0378378210006055,,,,,
54,,,,,,,,,,,,,,,,,,,secondary carnitine deficiency,,HP:0003234*,https://www.ncbi.nlm.nih.gov/pubmed/8831079,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,elevated serum toxic intermediates (,,HP:0001939,,,,,,,,,,,
56,,,,,,,,Glycine,"Effect of glycine in treating the condition is variable among literatures.  ""Case reports have noted variable results regarding the effect of glycine administration. Some studies have found that supplemental glycine results in increased excretion of 3-methylcrotonyl glycine, while others have not found a persistent effect; no studies have observed clinical improvement of symptoms on treatment and no randomized clinical trials have been published"" https://www.sciencedirect.com/science/article/pii/S1096719207005975?via%3Dihub#bib11
https://www.ncbi.nlm.nih.gov/pubmed/8831079
https://www.ncbi.nlm.nih.gov/pubmed/7474896",DB00145 ,ECO:0000352,,,,,Supportive (C),C,Drug name: controversial results,defected excertion of 3- MCG,,NA,https://www.ncbi.nlm.nih.gov/pubmed/7474896,https://www.ncbi.nlm.nih.gov/pubmed/18155630,https://www.ncbi.nlm.nih.gov/pubmed/8831079,,,,,,,,
57,,,,,,,,,,,,,,,,,,,Accumulation of 3-methylcrotonyl-CoA metabolite level ( Metabolism abnormality)*,,HP:0001939 *,,,,,,,,,,,
58,,,,,,,,Glycine +L-Carnitine,,DB00145 +DB00583,ECO:0000352,,,,,,,,Acute metabolic crisis ( Metabolism abnormality)*,,HP:0001939 *,https://link.springer.com/article/10.1007/BF00710419,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,Accumulation of 3-methylcrotonyl-CoA metabolite level ( Metabolism abnormality)*,,HP:0001939 *,https://link.springer.com/article/10.1007/BF00710419,https://www.orpha.net/data/patho/GB/uk-MCC.pdf,https://www.jci.org/articles/view/11948,,,,,,,,
60,6,# 231530,3-alpha hydroxyacyl-CoA dehydrogenase deficiency ,,HADH,3-hydroxylacyl-CoA dehydrogenase,1.1.1.35,L-carnitine,,DB00583,ECO:0000352,,,,,Symptomatic (C),C, Drug name: Use is controverial. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5388644/?otool=igbcambulib,secondary carnitine deficiency,,HP:0003119,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5388644/,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,high  short chain acyl-carnitine metabolite level,,HP:0001939,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,Muscle weakness,,HP:0001324,https://link.springer.com/article/10.1023%2FA%3A1024031714659?LI=true,,,,,,,,,,
63,,,,,,,,vitamin E supplements,,DB00163 ,ECO:0000352,,,,,Supportive (C),C,,Abnormality of peripheral nerves,,HP:0045010,https://clinicaltrials.gov/ct2/show/study/NCT00840112?show_desc=Y#desc,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,Neuropathy,,HP:0009830,,,,,,,,,,,
65,,,,,,,,Triheptanoin,,DB11677,ECO:0000352,,,,,Supportive (C),C,,Myalgia,,HP:0003326,https://clinicaltrials.gov/ct2/show/study/NCT01379625,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5388644/,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,Abnormal cardiac function,,HP:0011025,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,Fatigue,,HP:0011025,,,,,,,,,,,
68,,,,,,,,Prednisone,,DB00635,ECO:0000352,,,,,,,,Fatigue,,HP:0011025,https://www.ncbi.nlm.nih.gov/pubmed/7748366,https://www.sciencedirect.com/science/article/pii/088789949400109F,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,Impaired nerve conduction,,HP:0040129,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,Defected mucle plasma membrane,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,Defected neuronal plasma membrane,,,,,,,,,,,,,
72,7,% 236795,3-Hydroxyisobutyric aciduria ,,ALDH6A1 gene,3-hydroxyisobutyrate dehydrogenase,1.1.1.31,Carnitine,,DB00583 ,ECO:0000352,,,,,Supportive (C),C,,acidemia,,HP:0001941,http://eknygos.lsmuni.lt/springer/365/81-92.pdf,,,,,,,,,,
73,8,250950,3-methylglutaconyl-CoA hydratase deficiency (AUH defect) ,,AUH gene,Methylglutaconyl-CoA hydratase,4.2.1.18,L-carnitine,,DB00583 ,ECO:0000352,,,,,Supportive (C),C,,Muscle weakness,,HP:0001324,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5358122/,https://www.researchgate.net/publication/46821474_The_3-methylglutaconic_acidurias_What%27s_new,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,Abnormality of movement,,HP:0100022,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,Metabolic Decompensation,,HP:0001939,https://www.ncbi.nlm.nih.gov/pubmed/11400757/,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,Delayed Growth,,HP:0001510,,,,,,,,,,,
77,9,261640,6-pyruvoyl-tetrahydropterin synthase (PTPS) deficiency,,PTPS,6-pyruvoyl-tetrahydropterin synthase,4.2.3.12,Sapropterin,,DB00360,ECO:0007121/ECO:0000352,,,,,Functional interaction( Mechanistic B),B,,Behavioral abnormality,,HP:0000708,https://www.ncbi.nlm.nih.gov/pubmed/19323589,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,Personality disorder,,HP:0012075,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,Hyperphenylalaninemia,,HP:0004923,https://rarediseases.org/rare-diseases/tetrahydrobiopterin-deficiency/,,,,,,,,,,
80,,,,,,,,Antisense morpholino oligonucleotides (AMOs),,NA,ECO:0001565,"c.84−322A>T, c.163 + 695_163 + 751del57, or c.164−712A>T",,,,Direct interaction (Mechanistic A),A,,pseudoexon activation ,,NA,https://www.ncbi.nlm.nih.gov/pubmed/21542064,,,,,,,,,,
81,,,,,,,,BH4+L-Dopa+5HTP,,DB00360+DB01235+DB02959,ECO:0000352,,,,,Functional interaction(Mechanistic B),B,,Hyperphenylalaninemia,,HP:0004923,https://www.ncbi.nlm.nih.gov/pubmed/25304915,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6178724/,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,Abnormality of neurotransmitter metabolism,,HP:0012535,https://www.ncbi.nlm.nih.gov/pubmed/25304915,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,Neurological abnormality,,HP:0000707,https://www.ncbi.nlm.nih.gov/pubmed/25304915,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,Neurodevelopmental abnormality,,HP:0012759,https://www.ncbi.nlm.nih.gov/pubmed/25304915,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,Intellectual disability,,HP:0001249,https://www.ncbi.nlm.nih.gov/pubmed/25304915,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,Delayed CNS mylinaton,"The finding of abnormalities inMRImerits further exploration of metabolites in the brainby MR spectroscopy for optimization of dosages of BH4,levodopa and 5-HTP. https://www.ncbi.nlm.nih.gov/pubmed/16601879",HP:0002188,https://www.ncbi.nlm.nih.gov/pubmed/16601879,,,,,,,,,,
87,,,,,,,,Oxitriptan,The patients should receive combination treatment with BH4 and neurotransmitter precursors as soon as possible to reduce neurological deterioration https://www.ncbi.nlm.nih.gov/pubmed/16601879,DB02959,ECO:0000352,,,,,Functional interaction( Mechanistic B),B,,Abnormality of neurotransmitter metabolism,,HP:0012535,https://www.ncbi.nlm.nih.gov/pubmed/25304915,https://www.ncbi.nlm.nih.gov/pubmed/16601879,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,Abnormality in serotonin turnover (Abnormality of circulating hormone level),,HP:0003117,,,,,,,,,,,
89,,,,,,,,levodopa (L-dopa),"The patients should receive combination treatment with BH4 and neurotransmitter precursors as soon as possible to reduce neurological deterioration. https://www.ncbi.nlm.nih.gov/pubmed/16601879
In general, l‐dopa is used with DCIs like as carbidopa or benserazide to block the peripheral conversion to dopamine. This coadministration not only increases bioavailability but also reduces peripheral side effects. 
Clinicians should be cautious, because Levodopa-Induced Dyskinesia "" LIDs can occur commonly in patients with DRD‐plus, especially because of SR, TH, and PTPS deficiencies. The current study showed that LIDs were reported in  44.4% of patients who had PTPS deficiencies. In such patients, a very low starting dose of l‐dopa with from 0.5 to 1 mg/kg daily divided into 4 to 6 doses is recommended https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6178724/",DB01235,ECO:0000352,,,,,Functional interaction( Mechanistic B),B,,Abnormality of neurotransmitter metabolism,,HP:0012535,https://www.ncbi.nlm.nih.gov/pubmed/25304915,https://www.ncbi.nlm.nih.gov/pubmed/16601879,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,Paroxysmal movements,,HP:0007166,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,Movement disorder,,HP:0100022,,,,,,,,,,,
92,,,,,,,,carbidopa,"The patients should receive combination treatment with BH4 and neurotransmitter precursors as soon as possible to reduce neurological deterioration. https://www.ncbi.nlm.nih.gov/pubmed/16601879
In general, l‐dopa is used with DCIs like as carbidopa or benserazide to block the peripheral conversion to dopamine. This coadministration not only increases bioavailability but also reduces peripheral side effectshttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC6178724/",DB00190,ECO:0000352,,,,,Functional interaction( Mechanistic B),B,,Abnormality of neurotransmitter metabolism,,HP:0012535,https://www.ncbi.nlm.nih.gov/pubmed/25304915,https://www.ncbi.nlm.nih.gov/pubmed/16601879,,,,,,,,,
93,,,,,,,,pramipexole + L- dopa,"The addition of pramipexole to the treatment of 6-pyruvoyl tetrahydropterin synthase deficiency improves the results of l-3,4 dihydroxyphenylalanine therapy.https://www.ncbi.nlm.nih.gov/pubmed/19704083",DB00413+DB01235,ECO:0007121,,,,,Functional interaction( Mechanistic B),B," Drug name: The addition of  pramipexole to the treatment of 6-pyruvoyl tetrahydropterin synthase deficiency improves the results of l-3,4 dihydroxyphenylalanine therapy. Similar benefits may be expected in other forms of inherited tetrahydrobiopterin deficiency. https://www.ncbi.nlm.nih.gov/pubmed/19704083",Movement Disability ,,HP:0100022,https://www.ncbi.nlm.nih.gov/pubmed/19704083,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,High prolactin level,,HP:0000870,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,Behavioural Disability,,HP:0000708,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,Abnormal Unified Parkinson's Disease Rating Scale (UPDRS )score(Abnormality of neurotransmitter metabolism)*,,NA,,,,,,,,,,,
97,,,,,,,,selective monoamine oxidase (MAO) B inhibitor,"It's an investigational therapy where Positive results from using a selective monoamine oxidase (MAO) B inhibitor or non-ergot dopamine agonist pramipexole as an adjunct therapy have been described in the medical literature. This use of such an inhibitor can allow for lower doses of neurotransmitter precursor to be used. However, the long-term safety (e.g. effects on neonatal brain development) and effectiveness of this therapy is unknown and more research is required to determine what role, if any, selective monoamine oxidase B inhibitors play in the treatment of individuals with tetrahydrobiopterin deficiency. https://rarediseases.org/rare-diseases/tetrahydrobiopterin-deficiency/. https://www.researchgate.net/publication/233414693_Deprenyl_in_6-Pyruvoyl_Tetrahydropterin_Synthase_Deficiency. https://www.degruyter.com/downloadpdf/j/pteridines.1995.6.issue-3/pteridines.1995.6.3.144/pteridines.1995.6.3.144.pdf",DB01247 ,ECO:0000352,,,,,Supportive (C),C,,allows for lower doses of neurotransmitter precursor to avoid their side effects.,,NA,https://www.degruyter.com/downloadpdf/j/pteridines.1995.6.issue-3/pteridines.1995.6.3.144/pteridines.1995.6.3.144.pdf,https://www.researchgate.net/publication/233414693_Deprenyl_in_6-Pyruvoyl_Tetrahydropterin_Synthase_Deficiency,https://rarediseases.org/rare-diseases/tetrahydrobiopterin-deficiency/,,,,,,,,
98,,,,,,,,folinic acid,,DB03256,ECO:0000352,,,,,Functional interaction( Mechanistic B),B,,Abnormal serum folate,,HP:0040087,,,,,,,,,,,
99,,# 261630,"HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C",,QDPR,Dihydropteridine reductase,1.5.1.34,BH4,,DB00360,,,,,,,,,Elevated Phe level in blood,,HP:0004923,https://www.ncbi.nlm.nih.gov/pubmed/7110811/,https://www.ncbi.nlm.nih.gov/pubmed/8433887/,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,Neurological abnormality,,HP:0000707,,,,,,,,,,,
101,,,,,,,,BH4+L-dopa+5-hydroxytryptophan,,DB00360+DB01235+DB02959,ECO:0000352,,,,,Functional interaction(Mechanistic B),B,,Elevated blood phenylalanine concentration,,HP:0004923,https://www.ncbi.nlm.nih.gov/pubmed/12003346,https://www.ncbi.nlm.nih.gov/pubmed/7110811/,https://www.ncbi.nlm.nih.gov/pubmed/23138986,,,,,,,,
102,,,,,,,,,,,,,,,,,,,Abnormality of neurotransmitter metabolism,,HP:0012535,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,Neurological abnormality,,HP:0000707,,,,,,,,,,,
104,,,,,,,,BH4+L-dopa/carbidopa+5-hydroxytryptophan+Folinic acid,,DB00360+DB01235+DB02959+DB03256,ECO:0000352,,,,,Functional interaction(Mechanistic B),B,,Developmental delay,,HP:0001263,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3755580/,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,Delayed receptive language,,HP:0010863,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,Neurological impairment,,HP:0000707,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,Hyperphenylalaninemia,,HP:0004923,,,,,,,,,,,
108,,,,,,,,folinic acid,,DB03256,ECO:0000352,,,,,Functional interaction( Mechanistic B),B,,Progressive basal ganglia calcification,,HP:0002135,https://www.ncbi.nlm.nih.gov/pubmed/2785251,https://www.ncbi.nlm.nih.gov/pubmed/12003346,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,Subcortical calcification,,HP:0007346,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,Seizure,,HP:0001250,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,10,# 200100,Abetalipoproteinemia,"The mainstays of treatment include adherence to a low-fat diet, and supplementation with essential fatty acids and high oral doses of fat soluble vitamins. https://www.ncbi.nlm.nih.gov/pubmed/24288038",MTTP gene,microsomal triglyceride transfer protein,P55157,vitamin E therapy,,DB00163 ,ECO:0000352,,,,,Supportive (C),C,,nervous system abnormalities,,HP:0002011,https://www.ncbi.nlm.nih.gov/pubmed/30358967,https://www.ncbi.nlm.nih.gov/pubmed/26086616,https://www.ncbi.nlm.nih.gov/pubmed/25488886,https://ojrd.biomedcentral.com/articles/10.1186/1750-1172-3-20,https://www.ncbi.nlm.nih.gov/pubmed/24288038,,,,,,
113,,,,,,,,,,,,,,,,,,,neurologic dysfunction ,,HP:0000707,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,Retinopathy,,HP:0000488,https://www.ncbi.nlm.nih.gov/pubmed/3954973/,,,,,,,,,,
115,,,,,,,,medium-chain fatty acid supplements,,DB13959,ECO:0000352,,,,,Supportive (C),C,,Growth impairment,,HP:0008897,,,,,,,,,,,
116,,,,,,,,Vitamin K,,CHEBI:28384,ECO:0000352,,,,,Supportive (C),C,,Malabsorption of lipid-soluble vitamins (Fat malabsorption)*,,HP:0002630,https://www.ncbi.nlm.nih.gov/pubmed/26396722,,,,,,,,,,
117,,,,,,,,Vitamin D,,DB11094,ECO:0000352,,,,,Supportive (C),C,,Malabsorption of lipid-soluble vitamins (Fat malabsorption)*,,HP:0002630,,,,,,,,,,,
